Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-tloe,branch-b7np,randomiser-oo54,randomiser-5zfx,randomiser-rrwr,randomiser-39gv,branch-m511,quota-so7f,quota-bi7i,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: instruct_num,Spreadsheet: instruct_text,Spreadsheet: passage,Spreadsheet: line,Spreadsheet: line_text,Spreadsheet: probe,Spreadsheet: condition,Spreadsheet: condition_num,Spreadsheet: set,Spreadsheet: question_text,Spreadsheet: correct_response,Spreadsheet: response_a,Spreadsheet: response_b,Spreadsheet: response_c,Spreadsheet: response_d,Spreadsheet: response_e,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Manipulation: Spreadsheet
1,1703725321155,28/12/2023 01:02:01,1703725321155,0,28/12/2023 01:02:01,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1703725325047,28/12/2023 01:02:05,1703725325047,0,28/12/2023 01:02:05,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,1,start,Welcome,vo3k26,1,continue,,3945.5999999046326,3929.8,3945.5999999046326,3945.5999999046326,3929.8,3945.5999999046326,1,3945.5999999046326,0,0,,Click To Continue,Continue Button,2,object-14,start,,,,,,,,,,,,,,,,,,,,,
3,1703725352442,28/12/2023 01:02:32,1703725352442,0,28/12/2023 01:02:32,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,1,instr_passages,Text,zppu2h,1,response,,27393.399999999998,27376.7,27393.399999999998,27393.399999999998,27376.7,27393.399999999998,1,27393.399999999998,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,1,"TASK INSTRUCTIONS - PLEASE READ CAREFULLY!

The goal of this study is to learn how mind wandering affects how you learn information during reading. <br><br> Mind wandering is a term used to describe what occurs when your attention wanders from a task.
 Sometimes when your mind wanders, you begin thinking about personal events or concerns rather than your task. At other times, your mind can wander because you are bored or tired and you don’t really know what you’re thinking about; all you know is that you are no longer thinking about your task.
<br><br>
Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
4,1703725368053,28/12/2023 01:02:48,1703725368053,0,28/12/2023 01:02:48,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,2,instr_passages,Text,zppu2h,1,response,,15647,15636.699999999997,15647,15647,15636.699999999997,15647,1,15647,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,2,"In this task, you will read 4 passages and answer reading comprehension questions for each passage. <br><br> THE PASSAGES WILL BE PRESENTED IN A SENTENCE-BY-SENTENCE FASHION. PLEASE READ THE SENTENCES AT YOUR NORMAL READING PACE. ONCE YOU HAVE FINISHED READING ONE SENTENCE, PRESS THE SPACE BAR TO MOVE ON TO THE NEXT SENTENCE. Once you've read the sentence you MAY NOT GO BACK.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
5,1703725382134,28/12/2023 01:03:02,1703725382134,0,28/12/2023 01:03:02,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,3,instr_passages,Text,zppu2h,1,response,,14090.999999809268,14088,14090.999999809268,14090.999999809268,14088,14090.999999809268,1,14090.999999809268,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,3,"THE SET OF READING COMPREHENSION QUESTIONS FOR THAT PARTICULAR PASSAGE YOU’VE FINISHED READING WILL APPEAR AFTER EACH PASSAGE, not all together at the end. Like the sentences, once you've answered the questions you MAY NOT GO BACK TO CHANGE YOUR ANSWER.
<br><br> 
Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
6,1703725394190,28/12/2023 01:03:14,1703725394190,0,28/12/2023 01:03:14,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,4,instr_passages,Text,zppu2h,1,response,,12058.899999904635,12056.300000000003,12058.899999904635,12058.899999904635,12056.300000000003,12058.899999904635,1,12058.899999904635,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,4,"Additionally, while you are reading you will be randomly interrupted and asked “WERE YOU MIND WANDERING WHEN YOU READ THE PREVIOUS SENTENCE?"" You would have to choose either “Yes” or ""No"" by clicking on the appropriate option.<br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
7,1703725409739,28/12/2023 01:03:29,1703725409739,0,28/12/2023 01:03:29,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,5,instr_passages,Text,zppu2h,1,response,,15552.5,15536.899999999994,15552.5,15552.5,15536.899999999994,15552.5,1,15552.5,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,6,"This entire task is self-paced. Though of course you should try NOT TO go over the task's ending time of 20 minutes. So try to do the task all the way through instead of taking too many small breaks in between. The task isn't long, so you should be able to do it without taking any breaks. <br><br> Please press the space bar to continue.",,,,,,,,,,,,,,,,,,,
8,1703725411708,28/12/2023 01:03:31,1703725411708,0,28/12/2023 01:03:31,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,6,instr_passages,Text,zppu2h,1,response,,1984.6000000000058,1981.7000000000116,1984.6000000000058,1984.6000000000058,1981.7000000000116,1984.6000000000058,1,1984.6000000000058,0,0,,Keyboard Response,Keyboard Response,2,object-25,instr_passages,7,Please press the space bar to start reading the first passage.,,,,,,,,,,,,,,,,,,,
9,1703725412613,28/12/2023 01:03:32,1703725412613,0,28/12/2023 01:03:32,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,1,passages,Sentences,3emlxf,1,response,,907.3000000953616,899.2999999999884,907.3000000953616,907.3000000953616,899.2999999999884,907.3000000953616,1,907.3000000953616,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,0,Passage 1,0,Easy,2,1,,,,,,,,,,,,
10,1703725420637,28/12/2023 01:03:40,1703725420637,0,28/12/2023 01:03:40,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,2,passages,Sentences,3emlxf,1,response,,8032.400000190741,8026.400000000009,8032.400000190741,8032.400000190741,8026.400000000009,8032.400000190741,1,8032.400000190741,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,1,Marketing is a business activity that directs the flow of goods and services from a producer to a consumer or user.,0,Easy,2,1,,,,,,,,,,,,
11,1703725425501,28/12/2023 01:03:45,1703725425501,0,28/12/2023 01:03:45,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,3,passages,Sentences,3emlxf,1,response,,4869.399999809262,4862.5,4869.399999809262,4869.399999809262,4862.5,4869.399999809262,1,4869.399999809262,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,2,It is the link that connects producers and consumers and brings production and consumption together.,0,Easy,2,1,,,,,,,,,,,,
12,1703725430417,28/12/2023 01:03:50,1703725430417,0,28/12/2023 01:03:50,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,4,passages,Sentences,3emlxf,1,response,,4923.399999809262,4912.5,4923.399999809262,4923.399999809262,4912.5,4923.399999809262,1,4923.399999809262,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,3,About one in every six employees is involved directly in wholesaling or retailing activities.,0,Easy,2,1,,,,,,,,,,,,
13,1703725444488,28/12/2023 01:04:04,1703725444488,0,28/12/2023 01:04:04,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,5,passages,Sentences,3emlxf,1,response,,14082.399999809262,14071.399999999994,14082.399999809262,14082.399999809262,14071.399999999994,14082.399999809262,1,14082.399999809262,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,4,"This ratio does not take into account other employees who assist marketing through transportation, communication, and office jobs.",0,Easy,2,1,,,,,,,,,,,,
14,1703725446954,28/12/2023 01:04:06,1703725446954,0,28/12/2023 01:04:06,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,6,passages,Sentences,3emlxf,1,response,,2477.300000000003,2464.5,2477.300000000003,2477.300000000003,2464.5,2477.300000000003,1,2477.300000000003,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,5,Marketing provides many different kinds of jobs.,0,Easy,2,1,,,,,,,,,,,,
15,1703725448934,28/12/2023 01:04:08,1703725448934,0,28/12/2023 01:04:08,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,7,passages,Sentences,3emlxf,1,response,,1992.300000000003,1981.699999999997,1992.300000000003,1992.300000000003,1981.699999999997,1992.300000000003,1,1992.300000000003,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,6,These jobs require a wide range of skills and abilities.,0,Easy,2,1,,,,,,,,,,,,
16,1703725454710,28/12/2023 01:04:14,1703725454710,0,28/12/2023 01:04:14,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,8,passages,Sentences,3emlxf,1,response,,5786.799999809271,5778.399999999994,5786.799999809271,5786.799999809271,5778.399999999994,5786.799999809271,1,5786.799999809271,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,7,"We usually think that the primary job in marketing is selling, but there are jobs in management, advertising, market and product research, and buying.",0,Easy,2,1,,,,,,,,,,,,
17,1703725461510,28/12/2023 01:04:21,1703725461510,0,28/12/2023 01:04:21,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,9,passages,Sentences,3emlxf,1,response,,6808.399999809277,6794.200000000012,6808.399999809277,6808.399999809277,6794.200000000012,6808.399999809277,1,6808.399999809277,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,8,"The economic well-being of our country is determined largely by productivity, consumption, and employment.",1,Easy,2,1,,,,,,,,,,,,
18,1703725464787,28/12/2023 01:04:24,1703725464787,0,28/12/2023 01:04:24,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,1,probe,Thought probe,muxvwp,1,response,yes,3291.4000000953674,3280.600000000006,3291.4000000953674,3291.4000000953674,3280.600000000006,3291.4000000953674,1,3291.4000000953674,0,0,,Click Response,response,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
19,1703725470156,28/12/2023 01:04:30,1703725470156,0,28/12/2023 01:04:30,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,10,passages,Sentences,3emlxf,1,response,,5378.700000000012,5362.100000000006,5378.700000000012,5378.700000000012,5362.100000000006,5378.700000000012,1,5378.700000000012,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,9,The efficiency of marketing affects all three.,0,Easy,2,1,,,,,,,,,,,,
20,1703725475445,28/12/2023 01:04:35,1703725475445,0,28/12/2023 01:04:35,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,11,passages,Sentences,3emlxf,1,response,,5306.799999999988,5295.5,5306.799999999988,5306.799999999988,5295.5,5306.799999999988,1,5306.799999999988,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,10,People consume many goods if marketing creates a demand.,0,Easy,2,1,,,,,,,,,,,,
21,1703725487981,28/12/2023 01:04:47,1703725487981,0,28/12/2023 01:04:47,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,12,passages,Sentences,3emlxf,1,response,,12546.999999809253,12539.299999999988,12546.999999809253,12546.999999809253,12539.299999999988,12546.999999809253,1,12546.999999809253,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,11,"High consumption requires high productivity to meet the wants of people, and high productivity and high-level activity in marketing combined result in high employment.",1,Easy,2,1,,,,,,,,,,,,
22,1703725489738,28/12/2023 01:04:49,1703725489738,0,28/12/2023 01:04:49,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,2,probe,Thought probe,muxvwp,1,response,yes,1764.8000001907349,1748.5,1764.8000001907349,1764.8000001907349,1748.5,1764.8000001907349,1,1764.8000001907349,0,0,,Click Response,response,2,object-81,probe,,,,,,,,,,,,,,,,,,,,,
23,1703725493988,28/12/2023 01:04:53,1703725493988,0,28/12/2023 01:04:53,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,13,passages,Sentences,3emlxf,1,response,,4266.099999904633,4263.100000000006,4266.099999904633,4266.099999904633,4263.100000000006,4266.099999904633,1,4266.099999904633,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,1,12,Marketing is indirectly a key to a high economic level of living for the people.,0,Easy,2,1,,,,,,,,,,,,
24,1703725501944,28/12/2023 01:05:01,1703725501944,0,28/12/2023 01:05:01,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,1,instr_comprehension,Comprehension instruction,ki2jxw,1,response,,7958.499999904627,7943.1999999999825,7958.499999904627,7958.499999904627,7943.1999999999825,7958.499999904627,1,7958.499999904627,0,0,,Keyboard Response,Keyboard Response,2,object-78,instr_comprehension,,,,,,,,,,,,,,,,,,,,,
25,1703725507414,28/12/2023 01:05:07,1703725507414,0,28/12/2023 01:05:07,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,1,comprehension,Comprehension questions,ers3wv,1,response,c,5485.0000001907465,5478.8000000000175,5485.0000001907465,5485.0000001907465,5478.8000000000175,5485.0000001907465,1,5485.0000001907465,0,0,,Click Response,response C,4,object-68,comprehension,,,1,1,,,,,,Our economic well-being is determined largely by how many factors?,c,One,Two,Three,Four,Five,,,,,
26,1703725514423,28/12/2023 01:05:14,1703725514423,0,28/12/2023 01:05:14,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,2,comprehension,Comprehension questions,ers3wv,1,response,d,7015.099999809259,7010.5,7015.099999809259,7015.099999809259,7010.5,7015.099999809259,1,7015.099999809259,0,0,,Click Response,response C,4,object-68,comprehension,,,1,2,,,,,,One major factor mentioned as affecting our economic well-being was,d,high wages,low interest rates,technology,employment,foreign trade,,,,,
27,1703725523639,28/12/2023 01:05:23,1703725523639,0,28/12/2023 01:05:23,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,3,comprehension,Comprehension questions,ers3wv,1,response,d,9220.59999980926,9208.899999999994,9220.59999980926,9220.59999980926,9208.899999999994,9220.59999980926,1,9220.59999980926,0,0,,Click Response,response C,4,object-68,comprehension,,,1,3,,,,,,The purpose of this passage is to,d,persuade,guide,evaluate,inform,interest,,,,,
28,1703725523751,28/12/2023 01:05:23,1703725523751,0,28/12/2023 01:05:23,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,4,comprehension,Comprehension questions,ers3wv,1,response,e,123.59999990463257,116.5,123.59999990463257,123.59999990463257,116.5,123.59999990463257,1,123.59999990463257,0,0,,Click Response,response C,4,object-68,comprehension,,,1,4,,,,,,The chief emphasis is on,e,defining marketing,principles of marketing,opportunities in marketing,kinds of jobs in marketing,the economic significance of marketing,,,,,
29,1703725525891,28/12/2023 01:05:25,1703725525891,0,28/12/2023 01:05:25,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,14,passages,Sentences,3emlxf,1,response,,2147.9000000953674,2131.600000000006,2147.9000000953674,2147.9000000953674,2131.600000000006,2147.9000000953674,1,2147.9000000953674,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,0,Passage 2,0,Easy,2,1,,,,,,,,,,,,
30,1703725530153,28/12/2023 01:05:30,1703725530153,0,28/12/2023 01:05:30,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,15,passages,Sentences,3emlxf,1,response,,4278.399999999994,4263.100000000006,4278.399999999994,4278.399999999994,4263.100000000006,4278.399999999994,1,4278.399999999994,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,1,The possibility of life on Mars is not dismissed even by skeptics.,0,Easy,2,1,,,,,,,,,,,,
31,1703725533096,28/12/2023 01:05:33,1703725533096,0,28/12/2023 01:05:33,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,16,passages,Sentences,3emlxf,1,response,,2957.7999999999884,2947.5,2957.7999999999884,2957.7999999999884,2947.5,2957.7999999999884,1,2957.7999999999884,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,2,They seem to share our hope that it is true.,0,Easy,2,1,,,,,,,,,,,,
32,1703725538445,28/12/2023 01:05:38,1703725538445,0,28/12/2023 01:05:38,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,17,passages,Sentences,3emlxf,1,response,,5359.600000190723,5345.399999999994,5359.600000190723,5359.600000190723,5345.399999999994,5359.600000190723,1,5359.600000190723,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,3,"So, it was disappointing when scientists studied photos from the early Mariner space flights in the mid-1960's.",0,Easy,2,1,,,,,,,,,,,,
33,1703725541916,28/12/2023 01:05:41,1703725541916,0,28/12/2023 01:05:41,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,18,passages,Sentences,3emlxf,1,response,,3484.5999998092593,3480.399999999994,3484.5999998092593,3484.5999998092593,3480.399999999994,3484.5999998092593,1,3484.5999998092593,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,4,"They saw no canals, no seas, and no busy Martian engineers.",0,Easy,2,1,,,,,,,,,,,,
34,1703725546452,28/12/2023 01:05:46,1703725546452,0,28/12/2023 01:05:46,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,19,passages,Sentences,3emlxf,1,response,,4540.400000095367,4529.600000000006,4540.400000095367,4540.400000095367,4529.600000000006,4540.400000095367,1,4540.400000095367,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,5,"They saw no dangerous, warlike Martians as huge as skyscrapers.",0,Easy,2,1,,,,,,,,,,,,
35,1703725550420,28/12/2023 01:05:50,1703725550420,0,28/12/2023 01:05:50,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,20,passages,Sentences,3emlxf,1,response,,3979.3000000953616,3963.2999999999884,3979.3000000953616,3979.3000000953616,3963.2999999999884,3979.3000000953616,1,3979.3000000953616,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,6,"All they saw were mountains, craters, cold winds, and dust storms.",0,Easy,2,1,,,,,,,,,,,,
36,1703725560810,28/12/2023 01:06:00,1703725560810,0,28/12/2023 01:06:00,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,21,passages,Sentences,3emlxf,1,response,,10406.500000095373,10391,10406.500000095373,10406.500000095373,10391,10406.500000095373,1,10406.500000095373,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,7,It was almost as if scouts for Columbus had returned to Isabella’s court with the news that the world had turned out to be flat after all.,1,Easy,2,1,,,,,,,,,,,,
37,1703725562914,28/12/2023 01:06:02,1703725562914,0,28/12/2023 01:06:02,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,3,probe,Thought probe,muxvwp,1,response,no,2119.100000000006,2114.899999999994,2119.100000000006,2119.100000000006,2114.899999999994,2119.100000000006,1,2119.100000000006,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
38,1703725571049,28/12/2023 01:06:11,1703725571049,0,28/12/2023 01:06:11,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,22,passages,Sentences,3emlxf,1,response,,8139.299999904644,8126.400000000023,8139.299999904644,8139.299999904644,8126.400000000023,8139.299999904644,1,8139.299999904644,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,8,"Hopeful astronomers reminded us that the Mariner IV had photographed a mere one percent of the Martian surface from 2,000 miles away.",1,Easy,2,1,,,,,,,,,,,,
39,1703725573169,28/12/2023 01:06:13,1703725573169,0,28/12/2023 01:06:13,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,4,probe,Thought probe,muxvwp,1,response,no,2131.7000000000116,2115,2131.7000000000116,2131.7000000000116,2115,2131.7000000000116,1,2131.7000000000116,0,0,,Click Response,response,3,object-82,probe,,,,,,,,,,,,,,,,,,,,,
40,1703725576153,28/12/2023 01:06:16,1703725576153,0,28/12/2023 01:06:16,158033,3,task-7qhb,,33876817,BLIND,10020157,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1600x900,1600x773,,,0,Mind wandering task,5,,control,,,,set 1,Controls,ACCEPT,,set1_easy,23,passages,Sentences,3emlxf,1,response,,3002.100000190723,2997.399999999994,3002.100000190723,3002.100000190723,2997.399999999994,3002.100000190723,1,3002.100000190723,0,0,,Keyboard Response,keyboard response,2,object-21,passages,,,2,9,"In addition, the photos were taken from 2,000 miles away.",0,Easy,2,1,,,,,,,,,,,,
