origID,rt_mean,rc_acc,rct,mw_freq
10012318,3908.6376499958287,80,6494.2276500119215,35.714285714285715
10014563,6081.876137243684,62.5,11546.139500020856,0
10015335,2981.9362499770536,65,35445.40999998391,42.857142857142854
10015908,2928.6666666666706,43.75,5618.249999999999,61.53846153846154
10015992,2925.6862745098056,75,3905.0000000000027,53.84615384615385
10017182,3610.9803921035673,68.75,5034.174999958283,30.76923076923077
10017343,4523.496249988825,65,9095.119999990167,21.428571428571427
10017506,6927.4949999792825,65,8757.20999998153,42.857142857142854
10017510,3941.301960760004,68.75,8505.462499946361,30.76923076923077
10018275,3466.9750000006698,45,8061.440000000452,21.428571428571427
10018781,6963.606249977051,45,9049.67499997617,50
10019141,4036.3592156862746,75,5874.95625,15.384615384615385
10020157,5905.727450974782,37.5,9812.099999988077,61.53846153846154
10022287,4869.101249994862,65,7673.779999998815,28.57142857142857
10022667,4056.549019607843,25,7171.9375,0
10031076,2549.0764250047678,25,4816.225900000596,78.57142857142857
10032283,4711.412500000011,30,24930.450000000015,35.714285714285715
10034239,4812.274901960802,68.75,6163.44125000002,15.384615384615385
10035810,2351.6078431372575,43.75,5384.999999999998,46.15384615384615
10036010,3996.2875000000026,30,10270.600000000002,28.57142857142857
10036128,3495.7625000000044,40,7703.950000000009,50
10036163,4030.4784313734817,50,6625.512499994044,30.76923076923077
10037472,3987.988235308144,62.5,8297.537500006703,23.076923076923077
10039055,4961.736250000001,45,7282.696999999989,71.42857142857143
10040343,8825.833750011696,25,8539.395000010729,57.14285714285714
10040847,4607.188750042324,75,9533.295000042905,35.714285714285715
10041411,3567.977117557302,68.75,5638.754937404628,76.92307692307693
10041619,6308.11475,50,11183.612999999998,35.714285714285715
10041696,11523.133333333379,50,5865.274999999958,30.76923076923077
10046029,4457.915000039337,60,6223.810000052448,0
10047113,4530.082352873859,62.5,6994.243749919532,23.076923076923077
10050955,11509.019490195971,68.75,27567.91881249989,0
10053358,4074.471250066764,30,8727.85000005722,71.42857142857143
10054018,3622.3461499999985,60,5292.387700000005,42.857142857142854
10054389,1899.055000000007,60,2735.295000000015,85.71428571428571
10055189,5354.606666666666,56.25,7517.316250000002,7.6923076923076925
10057183,3546.960784313728,75,6100.875,30.76923076923077
10058829,2024.7437499064222,30,5372.494999907018,50
10060293,4904.137254901961,50,7211.750000000002,38.46153846153847
10060775,6440.125,75,9900.45,50
10062668,4466.69803921569,68.75,9003.156249999984,23.076923076923077
10069166,5593.950000000012,55.00000000000001,6211.400000000003,14.285714285714285
10078983,4209.873235293094,56.25,6399.390874998604,15.384615384615385
10080317,5442.17950978148,56.25,8168.699124975403,46.15384615384615
10081224,1724.4250000000022,40,4494.600000000006,64.28571428571429
10085587,5288.758823650955,81.25,7642.168750065563,15.384615384615385
10085882,4088.2156862745155,50,7221.937500000007,23.076923076923077
10090977,5337.4537499996195,45,8038.80499999974,50
10091442,5305.166250044107,40,9972.485000040528,21.428571428571427
10098034,5558.6784312566115,87.5,7645.474999815226,15.384615384615385
10101878,877.0352939250427,37.5,1061.5124998450283,7.6923076923076925
10102711,2462.2156862745105,25,2348.187500000002,84.61538461538461
10105696,2890.290196072882,43.75,5473.649999993851,7.6923076923076925
10111036,9860.08250000566,75,11179.795000004477,42.857142857142854
10114510,9946.1349999997,75,7957.410000004183,28.57142857142857
10115740,11226.385862751638,93.75,17472.693562495533,61.53846153846154
10121995,3912.394117617137,37.5,15368.899999988083,53.84615384615385
10122239,4333.470588235297,31.25,5524.75000000001,53.84615384615385
10124618,5634.175000000426,75,4826.55500000033,28.57142857142857
10124650,5598.93725490192,62.5,9357.712499999972,61.53846153846154
10124858,2891.0125000000053,55.00000000000001,5767.650000000009,71.42857142857143
10126244,4144.0156862772865,56.25,5653.206250002703,84.61538461538461
10126674,6390.113749977943,45,7118.134999977951,21.428571428571427
10132722,3610.601960788751,56.25,9522.868750008185,53.84615384615385
10145219,7303.705882352941,68.75,9763.5625,61.53846153846154
10152098,7048.262500000012,45,8831.250000000015,42.857142857142854
10152762,5515.562745038203,81.25,8917.081249910601,0
10153970,4139.229411784341,56.25,6561.812500020109,84.61538461538461
10158473,5592.464999999238,40,14113.439999998876,28.57142857142857
10158586,8173.9687500098335,65,9296.615000006266,50
10161313,9064.135294117252,56.25,18511.431249999543,61.53846153846154
10163615,3853.749019607862,56.25,7171.399999999972,15.384615384615385
10164423,3301.7724999943384,50,5311.244999994631,21.428571428571427
10166217,7694.9387500911935,60,7925.990000097756,7.142857142857142
10168138,2077.9274999961244,30,4600.184999994337,14.285714285714285
10182214,7891.301960696431,25,17209.4187498957,0
10182962,5077.352941176477,43.75,5024.8125,23.076923076923077
10190839,4631.74509802823,75,10150.137499987708,7.6923076923076925
10202447,3758.216250000004,60,9736.116000000005,14.285714285714285
10205713,4366.515686286196,62.5,6146.093750008569,61.53846153846154
10211803,2316.0650000274177,55.00000000000001,5742.985000017879,0
10216339,3460.1793625345704,60,8379.871450057219,42.857142857142854
10221629,9574.407843141,75,7352.681249928475,53.84615384615385
10224591,5510.68750000001,35,16617.200000000004,71.42857142857143
10225087,6526.0196078431445,81.25,9601.312500000011,30.76923076923077
10238510,2945.73137256959,43.75,6191.062500025338,38.46153846153847
10243319,7626.3196078429055,81.25,12368.818749999253,15.384615384615385
10244258,4400.6225000029835,30,7942.029999986868,14.285714285714285
10249816,3737.0837498974806,60,8264.129999921322,0
10258628,11487.770588194162,87.5,18937.393749934425,46.15384615384615
10260593,5638.110262500007,55.00000000000001,6923.614950000006,78.57142857142857
10266512,3511.102499954999,60,8011.109999958282,0
10276472,4516.019607843137,62.5,5216.625,23.076923076923077
10289721,3586.6824999958244,45,7222.144999991954,35.714285714285715
10301401,6259.298039225972,50,13599.562500008933,0
10304759,3247.8313725569656,62.5,7795.74374999553,30.76923076923077
10305389,7617.066250000154,45,9079.819999998963,78.57142857142857
10312025,4458.589999999941,30,8614.759999999622,42.857142857142854
10315399,5992.770588250723,68.75,15038.450000028304,23.076923076923077
10329929,5388.844999989718,30,9675.599999988688,28.57142857142857
10338458,6076.954901960198,62.5,10257.374999999078,76.92307692307693
10370428,5146.699999999522,81.25,7244.88124999902,30.76923076923077
10371946,5132.468749999927,75,7954.254999997475,7.142857142857142
10372650,4636.235294117655,68.75,8046.812500000018,61.53846153846154
10372950,4200.649999998957,20,7732.074999998801,100
10373182,2753.187500002979,25,5672.25500002146,35.714285714285715
10375775,5080.078749997467,60,7033.774999995672,42.857142857142854
10378717,711.3375000000021,10,4745.050000000005,100
10381336,3300.247058823618,37.5,3111.737500000112,38.46153846153847
10389343,12607.586274419107,56.25,7729.51249994934,61.53846153846154
10407557,6859.313749999778,30,12433.224999998652,35.714285714285715
10408264,5183.91372549043,68.75,9495.918749999439,30.76923076923077
10427428,4059.4625000007477,25,8814.125000000817,21.428571428571427
10450156,3316.9625000000033,45,7385.600000000008,64.28571428571429
10463196,7744.440000004025,40,12212.240000005651,7.142857142857142
10464981,4831.966666654393,62.5,4579.593749989197,61.53846153846154
10464988,6462.9690196078445,87.5,6564.19874999998,23.076923076923077
10465036,3083.8912500213087,80,5384.570000020865,28.57142857142857
10465188,4341.422500041128,60,9136.845000014297,35.714285714285715
10465566,6048.317647056042,81.25,22414.38125001485,46.15384615384615
10465754,6005.6287500014905,55.00000000000001,9670.380000002373,64.28571428571429
10466025,4895.9588235279525,87.5,9532.59374999828,69.23076923076923
10466215,4649.4662499774995,75,7805.664999978544,50
10467213,6172.241176466147,50,7304.093749993295,84.61538461538461
10467671,1489.4875,35,4435.1,71.42857142857143
10468596,5109.445098039679,68.75,7775.2374999999975,30.76923076923077
10469804,5424.800000000009,65,15899.300000000008,42.857142857142854
10472427,2218.3039215658237,81.25,5670.062499986587,46.15384615384615
10472987,8813.063749999905,35,10449.209999999905,71.42857142857143
10476766,6494.687500000007,70,9305.250000000005,42.857142857142854
10485790,6525.019607843142,50,6261.6250000000055,100
10485955,3354.50196078431,31.25,5580.237500000037,23.076923076923077
10488668,3937.8337499552954,50,7992.319999943969,21.428571428571427
10490527,5493.280392160128,75,7999.600000000746,53.84615384615385
10491473,4806.233749994791,50,7804.87499999553,14.285714285714285
10492373,3244.090196086379,68.75,5872.262500002978,46.15384615384615
10495625,4229.294117647064,43.75,6899.5000000000055,61.53846153846154
10500514,3358.1215686253463,50,5449.375000000374,38.46153846153847
10516211,5276.213750006482,45,10847.910000005815,78.57142857142857
10627297,3948.9499998247625,60,10476.704999818807,35.714285714285715
10651892,5025.264705881824,50,7277.693750000932,53.84615384615385
